日期,蔬菜品类,批发价格
2022-10-07,花菜类,6.22
2022-10-07,水生根茎类,6.52
2022-10-07,辣椒类,4.793076923
2022-10-08,食用菌,5.943333333
2022-10-08,花叶类,2.777142857
2022-10-08,茄类,4.86
2022-10-08,花菜类,6.165
2022-10-08,水生根茎类,6.5275
2022-10-08,辣椒类,5.163636364
2022-10-09,花叶类,3.061111111
2022-10-09,茄类,4.86
2022-10-09,食用菌,5.524166667
2022-10-09,花菜类,6.095
2022-10-09,水生根茎类,6.475
2022-10-09,辣椒类,5.025
2022-10-10,花叶类,3.097894737
2022-10-10,茄类,5.76
2022-10-10,食用菌,5.861
2022-10-10,花菜类,6.035
2022-10-10,水生根茎类,5.22
2022-10-10,辣椒类,5.006666667
2022-10-11,花叶类,3.48375
2022-10-11,茄类,5.76
2022-10-11,食用菌,5.478333333
2022-10-11,花菜类,6.225
2022-10-11,水生根茎类,5.17
2022-10-11,辣椒类,4.690769231
2022-10-12,花叶类,2.882352941
2022-10-12,茄类,5.76
2022-10-12,食用菌,5.286923077
2022-10-12,花菜类,6.34
2022-10-12,水生根茎类,6.4025
2022-10-12,辣椒类,5.308461538
2022-10-13,花叶类,2.886111111
2022-10-13,辣椒类,6.161333333
2022-10-13,茄类,5.77
2022-10-13,食用菌,7.03
2022-10-13,花菜类,6.455
2022-10-13,水生根茎类,6.4625
2022-10-14,花叶类,2.6365
2022-10-14,辣椒类,5.764285714
2022-10-14,茄类,5.77
2022-10-14,食用菌,6.727272727
2022-10-14,花菜类,6.555
2022-10-14,水生根茎类,6.395
2022-10-15,花叶类,2.434285714
2022-10-15,辣椒类,5.980666667
2022-10-15,茄类,4.39
2022-10-15,食用菌,5.102666667
2022-10-15,花菜类,6.54
2022-10-15,水生根茎类,5.173333333
2022-10-16,花叶类,2.783888889
2022-10-16,茄类,6.955
2022-10-16,食用菌,4.782142857
2022-10-16,花菜类,6.615
2022-10-16,水生根茎类,5.166666667
2022-10-16,辣椒类,5.332857143
2022-10-17,花叶类,2.608333333
2022-10-17,茄类,7
2022-10-17,食用菌,4.276
2022-10-17,花菜类,6.805
2022-10-17,水生根茎类,6.816666667
2022-10-17,辣椒类,4.2125
2022-10-18,花叶类,2.539473684
2022-10-18,茄类,7.005
2022-10-18,食用菌,4.684615385
2022-10-18,花菜类,6.765
2022-10-18,水生根茎类,6.866666667
2022-10-18,辣椒类,3.70875
2022-10-19,花叶类,2.797647059
2022-10-19,茄类,7.015
2022-10-19,食用菌,3.728
2022-10-19,花菜类,6.79
2022-10-19,水生根茎类,5.64
2022-10-19,辣椒类,3.446666667
2022-10-20,花叶类,2.595
2022-10-20,茄类,7.015
2022-10-20,食用菌,3.8225
2022-10-20,花菜类,6.285
2022-10-20,水生根茎类,5.645
2022-10-20,辣椒类,3.477
2022-10-21,食用菌,4.671428571
2022-10-21,花叶类,2.155652174
2022-10-21,茄类,3.863333333
2022-10-21,花菜类,6.185
2022-10-21,水生根茎类,6.75
2022-10-21,辣椒类,3.630769231
2022-10-22,食用菌,4.636666667
2022-10-22,花叶类,2.353809524
2022-10-22,茄类,5.17
2022-10-22,花菜类,6.125
2022-10-22,水生根茎类,6.806666667
2022-10-22,辣椒类,4.504545455
2022-10-23,食用菌,5.037857143
2022-10-23,花叶类,2.780555556
2022-10-23,茄类,5.17
2022-10-23,花菜类,6.115
2022-10-23,水生根茎类,5.63
2022-10-23,辣椒类,5.488181818
2022-10-24,食用菌,4.900769231
2022-10-24,花叶类,2.786
2022-10-24,茄类,5.14
2022-10-24,花菜类,6.325
2022-10-24,水生根茎类,6.746666667
2022-10-24,辣椒类,3.956363636
2022-10-25,食用菌,4.916923077
2022-10-25,花叶类,3.091052632
2022-10-25,茄类,5.14
2022-10-25,花菜类,6.39
2022-10-25,水生根茎类,6.723333333
2022-10-25,辣椒类,4.209
2022-10-26,花叶类,2.752222222
2022-10-26,茄类,5.14
2022-10-26,食用菌,3.741428571
2022-10-26,花菜类,6.39
2022-10-26,水生根茎类,6.746666667
2022-10-26,辣椒类,4.726666667
2022-10-27,花叶类,2.636
2022-10-27,茄类,5.14
2022-10-27,食用菌,4.374545455
2022-10-27,花菜类,6.39
2022-10-27,水生根茎类,6.75
2022-10-27,辣椒类,3.681666667
2022-10-28,花叶类,2.696842105
2022-10-28,茄类,5.14
2022-10-28,食用菌,4.121666667
2022-10-28,花菜类,5.845
2022-10-28,水生根茎类,6.75
2022-10-28,辣椒类,3.561666667
2022-10-29,花叶类,2.572222222
2022-10-29,茄类,5.14
2022-10-29,食用菌,4.000769231
2022-10-29,花菜类,5.335
2022-10-29,水生根茎类,6.753333333
2022-10-29,辣椒类,5.160833333
2022-10-30,花叶类,3.123181818
2022-10-30,辣椒类,5.771428571
2022-10-30,茄类,5.14
2022-10-30,食用菌,4.012307692
2022-10-30,花菜类,4.505
2022-10-30,水生根茎类,6.753333333
2022-10-31,花叶类,3.406842105
2022-10-31,茄类,5.14
2022-10-31,食用菌,3.712307692
2022-10-31,花菜类,4.475
2022-10-31,水生根茎类,6.753333333
2022-10-31,辣椒类,5.966428571
2022-11-01,花叶类,3.575
2022-11-01,茄类,5.14
2022-11-01,食用菌,4.152142857
2022-11-01,花菜类,4.405
2022-11-01,水生根茎类,6.733333333
2022-11-01,辣椒类,3.440769231
2022-11-02,花叶类,3.62047619
2022-11-02,茄类,5.135
2022-11-02,食用菌,4.863571429
2022-11-02,花菜类,4.345
2022-11-02,水生根茎类,6.656666667
2022-11-02,辣椒类,5.071666667
2022-11-03,花叶类,3.5205
2022-11-03,茄类,4.49
2022-11-03,食用菌,3.823076923
2022-11-03,花菜类,4.26
2022-11-03,水生根茎类,5.43
2022-11-03,辣椒类,4.904615385
2022-11-04,花叶类,3.247619048
2022-11-04,茄类,4.54
2022-11-04,食用菌,4.910714286
2022-11-04,花菜类,3.905
2022-11-04,水生根茎类,6.656666667
2022-11-04,辣椒类,4.743846154
2022-11-05,花叶类,3.335789474
2022-11-05,茄类,4.515
2022-11-05,食用菌,4.174615385
2022-11-05,花菜类,3.8
2022-11-05,水生根茎类,6.67
2022-11-05,辣椒类,4.480769231
2022-11-06,花叶类,2.955238095
2022-11-06,茄类,4.645
2022-11-06,食用菌,4.261818182
2022-11-06,花菜类,3.795
2022-11-06,水生根茎类,6.703333333
2022-11-06,辣椒类,5.776666667
2022-11-07,花叶类,3.257058824
2022-11-07,茄类,4.8
2022-11-07,食用菌,4.389166667
2022-11-07,花菜类,4.255
2022-11-07,水生根茎类,6.713333333
2022-11-07,辣椒类,4.9725
2022-11-08,花叶类,2.722727273
2022-11-08,茄类,4.74
2022-11-08,食用菌,4.39
2022-11-08,花菜类,4.24
2022-11-08,水生根茎类,6.663333333
2022-11-08,辣椒类,5.027142857
2022-11-09,花叶类,2.7588
2022-11-09,茄类,4.7
2022-11-09,食用菌,3.969
2022-11-09,花菜类,4.12
2022-11-09,水生根茎类,6.633333333
2022-11-09,辣椒类,4.300833333
2022-11-10,花叶类,2.7696
2022-11-10,茄类,4.705
2022-11-10,食用菌,4.2625
2022-11-10,花菜类,3.345
2022-11-10,水生根茎类,5.72
2022-11-10,辣椒类,4.065454545
2022-11-11,花叶类,2.465925926
2022-11-11,茄类,4.705
2022-11-11,食用菌,4.09
2022-11-11,花菜类,3.335
2022-11-11,水生根茎类,5.7225
2022-11-11,辣椒类,4.423333333
2022-11-12,花叶类,2.260357143
2022-11-12,茄类,4.43
2022-11-12,食用菌,3.769090909
2022-11-12,花菜类,3.41
2022-11-12,水生根茎类,5.7125
2022-11-12,辣椒类,4.391666667
2022-11-13,花叶类,2.209259259
2022-11-13,茄类,4.155
2022-11-13,食用菌,4.610833333
2022-11-13,花菜类,3.565
2022-11-13,水生根茎类,5.735
2022-11-13,辣椒类,4.183
2022-11-14,花叶类,1.7832
2022-11-14,茄类,4.02
2022-11-14,食用菌,3.96
2022-11-14,花菜类,3.585
2022-11-14,水生根茎类,6.8
2022-11-14,辣椒类,3.686363636
2022-11-15,花叶类,1.751904762
2022-11-15,茄类,3.74
2022-11-15,食用菌,3.884166667
2022-11-15,花菜类,3.62
2022-11-15,水生根茎类,6.753333333
2022-11-15,辣椒类,3.991
2022-11-16,花叶类,1.651818182
2022-11-16,茄类,3.665
2022-11-16,食用菌,4.753636364
2022-11-16,花菜类,3.525
2022-11-16,水生根茎类,4.9975
2022-11-16,辣椒类,3.789
2022-11-17,花叶类,1.936956522
2022-11-17,茄类,6.92
2022-11-17,食用菌,3.849166667
2022-11-17,花菜类,3.25
2022-11-17,水生根茎类,5.882
2022-11-17,辣椒类,2.845555556
2022-11-18,花叶类,1.9156
2022-11-18,茄类,3.62
2022-11-18,食用菌,3.810833333
2022-11-18,花菜类,3.17
2022-11-18,水生根茎类,6.078333333
2022-11-18,辣椒类,3.461
2022-11-19,花叶类,1.885
2022-11-19,茄类,2.53
2022-11-19,食用菌,3.455384615
2022-11-19,花菜类,3.005
2022-11-19,水生根茎类,5.741666667
2022-11-19,辣椒类,3.06
2022-11-20,花叶类,1.91
2022-11-20,茄类,3.46
2022-11-20,食用菌,3.875
2022-11-20,花菜类,3.33
2022-11-20,水生根茎类,3.5525
2022-11-20,辣椒类,2.14625
2022-11-21,食用菌,3.738421053
2022-11-21,花叶类,2.03125
2022-11-21,辣椒类,3.040588235
2022-11-21,茄类,4.21
2022-11-21,花菜类,2.783333333
2022-11-21,水生根茎类,4.723333333
2022-11-22,花叶类,1.942380952
2022-11-22,茄类,4.33
2022-11-22,食用菌,3.962727273
2022-11-22,花菜类,3.1
2022-11-22,水生根茎类,5.785
2022-11-22,辣椒类,2.22625
2022-11-23,花叶类,1.942380952
2022-11-23,茄类,4.42
2022-11-23,食用菌,3.832727273
2022-11-23,花菜类,3.045
2022-11-23,水生根茎类,5.656
2022-11-23,辣椒类,3.051111111
2022-11-24,花叶类,1.994210526
2022-11-24,茄类,4.435
2022-11-24,食用菌,4.259285714
2022-11-24,花菜类,3
2022-11-24,水生根茎类,4.606
2022-11-24,辣椒类,1.925454545
2022-11-25,花叶类,1.765909091
2022-11-25,茄类,4.305
2022-11-25,食用菌,3.944
2022-11-25,花菜类,3.665
2022-11-25,水生根茎类,5.68
2022-11-25,辣椒类,2.883333333
2022-11-26,花叶类,2.66952381
2022-11-26,茄类,2.96
2022-11-26,食用菌,3.375454545
2022-11-26,花菜类,1.085
2022-11-26,水生根茎类,5.3125
2022-11-26,辣椒类,1.996666667
2022-11-27,花叶类,1.87125
2022-11-27,茄类,5.16
2022-11-27,食用菌,3.87
2022-11-27,花菜类,2.08
2022-11-27,水生根茎类,4.893333333
2022-11-27,辣椒类,1.71
2022-11-28,花叶类,1.79625
2022-11-28,茄类,4.07
2022-11-28,食用菌,5.55
2022-11-28,花菜类,2.485
2022-11-28,水生根茎类,5.34
2022-11-28,辣椒类,2.1175
2022-11-29,花叶类,1.752857143
2022-11-29,茄类,3.91
2022-11-29,食用菌,4.348888889
2022-11-29,花菜类,2.34
2022-11-29,水生根茎类,5.525
2022-11-29,辣椒类,1.895555556
2022-11-30,花叶类,1.771428571
2022-11-30,茄类,3.91
2022-11-30,食用菌,3.721111111
2022-11-30,花菜类,2.38
2022-11-30,水生根茎类,5.43
2022-11-30,辣椒类,1.381428571
2022-12-01,花叶类,1.674285714
2022-12-01,茄类,1.96
2022-12-01,食用菌,4.545
2022-12-01,花菜类,2.19
2022-12-01,水生根茎类,5.47
2022-12-01,辣椒类,1.978571429
2022-12-02,花叶类,1.691428571
2022-12-02,食用菌,5.014285714
2022-12-02,花菜类,2.285
2022-12-02,水生根茎类,5.455
2022-12-02,辣椒类,2.16875
2022-12-02,茄类,0.02
2022-12-03,花叶类,1.952307692
2022-12-03,茄类,3.91
2022-12-03,食用菌,3.614
2022-12-03,花菜类,2.27
2022-12-03,水生根茎类,5.455
2022-12-03,辣椒类,2.48
2022-12-04,花叶类,1.809090909
2022-12-04,茄类,3.61
2022-12-04,花菜类,1.836666667
2022-12-04,水生根茎类,5.45
2022-12-04,辣椒类,2.25
2022-12-04,食用菌,2.675
2022-12-05,花叶类,1.838181818
2022-12-05,食用菌,4.873333333
2022-12-05,水生根茎类,5.455
2022-12-05,辣椒类,1.93
2022-12-05,花菜类,0.78
2022-12-06,花叶类,1.962
2022-12-06,茄类,4.61
2022-12-06,食用菌,5.15
2022-12-06,花菜类,2.845
2022-12-06,水生根茎类,5.455
2022-12-06,辣椒类,2.045555556
2022-12-07,花叶类,2.470666667
2022-12-07,茄类,5.665
2022-12-07,食用菌,4.46
2022-12-07,花菜类,2.965
2022-12-07,水生根茎类,4.713333333
2022-12-07,辣椒类,3.07
2022-12-08,花叶类,2.3275
2022-12-08,茄类,4.9
2022-12-08,食用菌,4.334444444
2022-12-08,花菜类,3.275
2022-12-08,水生根茎类,4.526666667
2022-12-08,辣椒类,1.452222222
2022-12-09,花叶类,3.401875
2022-12-09,茄类,5.685
2022-12-09,食用菌,4.122
2022-12-09,花菜类,3.235
2022-12-09,水生根茎类,5.0575
2022-12-09,辣椒类,1.528888889
2022-12-10,花叶类,2.965789474
2022-12-10,茄类,5.88
2022-12-10,食用菌,4.469230769
2022-12-10,花菜类,3.07
2022-12-10,水生根茎类,4.796
2022-12-10,辣椒类,1.824444444
2022-12-11,花叶类,2.381666667
2022-12-11,茄类,6.015
2022-12-11,食用菌,4.572307692
2022-12-11,花菜类,3.12
2022-12-11,水生根茎类,4.2925
2022-12-11,辣椒类,1.925
2022-12-12,花叶类,2.74
2022-12-12,茄类,6.015
2022-12-12,食用菌,4.049
2022-12-12,花菜类,3.33
2022-12-12,水生根茎类,3.99
2022-12-12,辣椒类,1.94
2022-12-13,花叶类,2.442631579
2022-12-13,茄类,4.636666667
2022-12-13,食用菌,4.174545455
2022-12-13,花菜类,3.335
2022-12-13,水生根茎类,3.462
2022-12-13,辣椒类,1.792222222
2022-12-14,花叶类,2.38
2022-12-14,茄类,6.05
2022-12-14,食用菌,5.828571429
2022-12-14,花菜类,3.41
2022-12-14,水生根茎类,4.614
2022-12-14,辣椒类,2.198181818
2022-12-15,花叶类,2.647368421
2022-12-15,茄类,5.963333333
2022-12-15,食用菌,5.289230769
2022-12-15,花菜类,3.465
2022-12-15,水生根茎类,5.155
2022-12-15,辣椒类,2.186
2022-12-16,食用菌,5.694285714
2022-12-16,花叶类,2.85
2022-12-16,茄类,6.03
2022-12-16,花菜类,3.49
2022-12-16,水生根茎类,4.0075
2022-12-16,辣椒类,2.304444444
2022-12-17,食用菌,5.985833333
2022-12-17,花叶类,3.338095238
2022-12-17,茄类,5.99
2022-12-17,花菜类,3.755
2022-12-17,水生根茎类,3.98
2022-12-17,辣椒类,2.099
2022-12-18,茄类,5.41
2022-12-18,食用菌,4.484545455
2022-12-18,花菜类,3.82
2022-12-18,花叶类,3.164666667
2022-12-18,水生根茎类,5.322
2022-12-18,辣椒类,2.4075
2022-12-19,食用菌,5.674
2022-12-19,花叶类,2.711875
2022-12-19,茄类,5.16
2022-12-19,花菜类,3.99
2022-12-19,水生根茎类,5.825
2022-12-19,辣椒类,2.227777778
2022-12-20,花叶类,3.608666667
2022-12-20,茄类,5.8
2022-12-20,食用菌,4.668
2022-12-20,花菜类,4.095
2022-12-20,水生根茎类,4.182
2022-12-20,辣椒类,2.249
2022-12-21,花叶类,4.046842105
2022-12-21,茄类,5.8
2022-12-21,食用菌,4.632
2022-12-21,花菜类,4.39
2022-12-21,水生根茎类,5.495
2022-12-21,辣椒类,1.954166667
2022-12-22,花叶类,4.154375
2022-12-22,茄类,5.39
2022-12-22,食用菌,4.694444444
2022-12-22,花菜类,4.425
2022-12-22,水生根茎类,5.676
2022-12-22,辣椒类,2.151818182
2022-12-23,花叶类,4.071333333
2022-12-23,茄类,5.405
2022-12-23,食用菌,4.644545455
2022-12-23,花菜类,4.5
2022-12-23,水生根茎类,5.603333333
2022-12-23,辣椒类,1.418
2022-12-24,茄类,5.465
2022-12-24,食用菌,4.3725
2022-12-24,花菜类,4.605
2022-12-24,水生根茎类,5.596
2022-12-24,花叶类,3.1225
2022-12-24,辣椒类,2.224166667
2022-12-25,花叶类,3.75625
2022-12-25,茄类,5.435
2022-12-25,食用菌,4.393846154
2022-12-25,花菜类,4.655
2022-12-25,水生根茎类,5.591666667
2022-12-25,辣椒类,2.361818182
2022-12-26,花叶类,4.411875
2022-12-26,茄类,5.013333333
2022-12-26,食用菌,4.27
2022-12-26,花菜类,4.87
2022-12-26,水生根茎类,4.346
2022-12-26,辣椒类,2.44
2022-12-27,茄类,4.993333333
2022-12-27,食用菌,4.331538462
2022-12-27,花菜类,5.03
2022-12-27,水生根茎类,5.725
2022-12-27,花叶类,3.87
2022-12-27,辣椒类,2.401111111
2022-12-28,食用菌,5.236666667
2022-12-28,花叶类,3.954375
2022-12-28,茄类,4.983333333
2022-12-28,花菜类,5.035
2022-12-28,水生根茎类,5.73
2022-12-28,辣椒类,2.205833333
2022-12-29,食用菌,4.824666667
2022-12-29,花叶类,4.346875
2022-12-29,茄类,4.845
2022-12-29,花菜类,5.1
2022-12-29,水生根茎类,5.77
2022-12-29,辣椒类,1.9575
2022-12-30,食用菌,4.952307692
2022-12-30,花叶类,4.3325
2022-12-30,茄类,4.91
2022-12-30,花菜类,5.145
2022-12-30,水生根茎类,4.43
2022-12-30,辣椒类,2.080833333
2022-12-31,食用菌,4.81
2022-12-31,花叶类,4.105714286
2022-12-31,茄类,4.656666667
2022-12-31,花菜类,5.205
2022-12-31,水生根茎类,4.358
2022-12-31,辣椒类,1.874166667
2023-01-01,食用菌,4.914666667
2023-01-01,花叶类,3.672142857
2023-01-01,茄类,5.14
2023-01-01,花菜类,5.195
2023-01-01,水生根茎类,5.69
2023-01-01,辣椒类,1.987
2023-01-02,食用菌,5.268333333
2023-01-02,茄类,5.305
2023-01-02,花菜类,5.36
2023-01-02,水生根茎类,5.725
2023-01-02,花叶类,3.802307692
2023-01-02,辣椒类,2.175
2023-01-03,食用菌,5.122142857
2023-01-03,花叶类,4.254285714
2023-01-03,茄类,5.425
2023-01-03,花菜类,5.445
2023-01-03,水生根茎类,4.595
2023-01-03,辣椒类,2.235
2023-01-04,食用菌,5.323333333
2023-01-04,花叶类,4.483571429
2023-01-04,茄类,5.99
2023-01-04,花菜类,5.72
2023-01-04,水生根茎类,6.146
2023-01-04,辣椒类,2.474545455
2023-01-05,食用菌,5.696363636
2023-01-05,茄类,5.64
2023-01-05,花菜类,5.88
2023-01-05,花叶类,4.146428571
2023-01-05,辣椒类,4.528461538
2023-01-05,水生根茎类,6.152
2023-01-06,食用菌,5.289285714
2023-01-06,茄类,6.563333333
2023-01-06,花菜类,6.245
2023-01-06,水生根茎类,5.581666667
2023-01-06,花叶类,3.626
2023-01-06,辣椒类,4.835833333
2023-01-07,食用菌,5.475
2023-01-07,花叶类,7.862
2023-01-07,茄类,5.52
2023-01-07,花菜类,6.47
2023-01-07,水生根茎类,4.29
2023-01-07,辣椒类,4.488571429
2023-01-08,食用菌,5.483333333
2023-01-08,花叶类,4.625263158
2023-01-08,茄类,6.66
2023-01-08,花菜类,6.65
2023-01-08,水生根茎类,5.778
2023-01-08,辣椒类,5.033571429
2023-01-09,花叶类,4.148823529
2023-01-09,茄类,6.86
2023-01-09,食用菌,4.5925
2023-01-09,花菜类,6.61
2023-01-09,水生根茎类,5.818
2023-01-09,辣椒类,4.900769231
2023-01-10,食用菌,5.555454545
2023-01-10,花叶类,4.691
2023-01-10,茄类,3.44
2023-01-10,花菜类,6.6
2023-01-10,水生根茎类,5.693333333
2023-01-10,辣椒类,6.166666667
2023-01-11,食用菌,5.629090909
2023-01-11,花叶类,11.6735
2023-01-11,茄类,6.87
2023-01-11,花菜类,6.765
2023-01-11,水生根茎类,5.7
2023-01-11,辣椒类,6.306666667
2023-01-12,食用菌,5.542727273
2023-01-12,花叶类,11.60235294
2023-01-12,茄类,6.87
2023-01-12,花菜类,6.78
2023-01-12,水生根茎类,5.856
2023-01-12,辣椒类,5.956875
2023-01-13,食用菌,6.573333333
2023-01-13,花叶类,3.445
2023-01-13,茄类,7.66
2023-01-13,花菜类,6.445
2023-01-13,水生根茎类,5.786
2023-01-13,辣椒类,5.382857143
2023-01-14,花叶类,3.743333333
2023-01-14,辣椒类,6.445
2023-01-14,茄类,7.92
2023-01-14,食用菌,4.718181818
2023-01-14,花菜类,6.36
2023-01-14,水生根茎类,5.866
2023-01-15,食用菌,5.706153846
2023-01-15,花叶类,3.958
2023-01-15,辣椒类,7.404117647
2023-01-15,茄类,8.25
2023-01-15,花菜类,6.41
2023-01-15,水生根茎类,4.736666667
2023-01-16,花叶类,4.077857143
2023-01-16,辣椒类,7.283333333
2023-01-16,茄类,8.585
2023-01-16,食用菌,5.049230769
2023-01-16,花菜类,6.365
2023-01-16,水生根茎类,5.068
2023-01-17,花叶类,4.389333333
2023-01-17,辣椒类,7.538666667
2023-01-17,茄类,8.72
2023-01-17,食用菌,5.260833333
2023-01-17,花菜类,6.35
2023-01-17,水生根茎类,5.5525
2023-01-18,花叶类,4.337333333
2023-01-18,辣椒类,9.2375
2023-01-18,茄类,8.78
2023-01-18,食用菌,5.451428571
2023-01-18,花菜类,6.033333333
2023-01-18,水生根茎类,5.5725
2023-01-19,花叶类,4.766
2023-01-19,辣椒类,8.886470588
2023-01-19,茄类,8.82
2023-01-19,食用菌,5.782307692
2023-01-19,花菜类,5.753333333
2023-01-19,水生根茎类,5.6075
2023-01-20,花叶类,4.03
2023-01-20,辣椒类,8.762
2023-01-20,茄类,7.52
2023-01-20,食用菌,5.236153846
2023-01-20,花菜类,5.75
2023-01-20,水生根茎类,5.4925
2023-01-22,花叶类,4.429230769
2023-01-22,辣椒类,9.197272727
2023-01-22,茄类,8.47
2023-01-22,食用菌,5.663333333
2023-01-22,花菜类,5.726666667
2023-01-22,水生根茎类,5.805
2023-01-23,花叶类,14.28357143
2023-01-23,辣椒类,8.485384615
2023-01-23,茄类,8.96
2023-01-23,食用菌,6.018
2023-01-23,花菜类,5.75
2023-01-23,水生根茎类,5.485
2023-01-24,花叶类,4.854
2023-01-24,茄类,6.183333333
2023-01-24,食用菌,7.8875
2023-01-24,花菜类,4.346666667
2023-01-24,水生根茎类,5.216666667
2023-01-24,辣椒类,3.41
2023-01-25,花叶类,5.357
2023-01-25,辣椒类,7.498
2023-01-25,茄类,6.246666667
2023-01-25,食用菌,5.912222222
2023-01-25,花菜类,4.176666667
2023-01-25,水生根茎类,5.246666667
2023-01-26,花叶类,5.702
2023-01-26,辣椒类,6.099166667
2023-01-26,茄类,9.46
2023-01-26,食用菌,6.675
2023-01-26,花菜类,5.803333333
2023-01-26,水生根茎类,5.033333333
2023-01-27,花叶类,5.143
2023-01-27,辣椒类,4.617777778
2023-01-27,茄类,9.23
2023-01-27,食用菌,5.950769231
2023-01-27,花菜类,5.753333333
2023-01-27,水生根茎类,4.736666667
2023-01-28,花叶类,4.723
2023-01-28,辣椒类,5.744
2023-01-28,茄类,8.555
2023-01-28,食用菌,5.586363636
2023-01-28,花菜类,5.385
2023-01-28,水生根茎类,4.7
2023-01-29,花叶类,5.855384615
2023-01-29,辣椒类,5.675714286
2023-01-29,茄类,8.475
2023-01-29,食用菌,5.403333333
2023-01-29,花菜类,6.49
2023-01-29,水生根茎类,5.5325
2023-01-30,花叶类,4.5
2023-01-30,辣椒类,5.327692308
2023-01-30,茄类,8.45
2023-01-30,食用菌,5.470833333
2023-01-30,花菜类,6.505
2023-01-30,水生根茎类,5.5075
2023-01-31,花叶类,6.862
2023-01-31,茄类,8.44
2023-01-31,食用菌,5.255
2023-01-31,花菜类,6.5
2023-01-31,水生根茎类,5.5075
2023-01-31,辣椒类,5.825
2023-02-01,花叶类,6.511875
2023-02-01,茄类,8.44
2023-02-01,食用菌,5.800909091
2023-02-01,花菜类,6.385
2023-02-01,水生根茎类,5.44
2023-02-01,辣椒类,3.966
2023-02-02,花叶类,6.104117647
2023-02-02,茄类,8.44
2023-02-02,食用菌,5.953636364
2023-02-02,花菜类,6.62
2023-02-02,水生根茎类,5.38
2023-02-02,辣椒类,5.97
2023-02-03,花叶类,5.894285714
2023-02-03,茄类,8.53
2023-02-03,食用菌,5.5275
2023-02-03,花菜类,6.375
2023-02-03,水生根茎类,5.3
2023-02-03,辣椒类,6.763636364
2023-02-04,花叶类,6.257777778
2023-02-04,辣椒类,5.569230769
2023-02-04,茄类,8.615
2023-02-04,食用菌,5.065
2023-02-04,花菜类,6.29
2023-02-04,水生根茎类,3.832
2023-02-05,食用菌,5.535384615
2023-02-05,花叶类,5.758235294
2023-02-05,茄类,8.345
2023-02-05,花菜类,4.25
2023-02-05,水生根茎类,5.012
2023-02-05,辣椒类,6.128461538
2023-02-06,花叶类,6.885714286
2023-02-06,茄类,7.945
2023-02-06,食用菌,5.652857143
2023-02-06,花菜类,6.59
2023-02-06,辣椒类,6.248181818
2023-02-06,水生根茎类,5.1975
2023-02-07,花叶类,6.974117647
2023-02-07,茄类,7.805
2023-02-07,食用菌,5.308181818
2023-02-07,花菜类,6.76
2023-02-07,水生根茎类,4.1275
2023-02-07,辣椒类,6.172
2023-02-08,花叶类,7.68
2023-02-08,茄类,7.74
2023-02-08,食用菌,6.099090909
2023-02-08,花菜类,4.573333333
2023-02-08,水生根茎类,4.68
2023-02-08,辣椒类,5.735833333
2023-02-09,花叶类,4.745263158
2023-02-09,茄类,7.475
2023-02-09,食用菌,5.1025
2023-02-09,花菜类,6.955
2023-02-09,水生根茎类,4.61
2023-02-09,辣椒类,6.139166667
2023-02-10,花叶类,5.536315789
2023-02-10,茄类,7.23
2023-02-10,食用菌,5.258181818
2023-02-10,花菜类,6.98
2023-02-10,水生根茎类,5.07
2023-02-10,辣椒类,5.446666667
2023-02-11,花叶类,7.235789474
2023-02-11,茄类,6.99
2023-02-11,食用菌,5.545
2023-02-11,花菜类,6.835
2023-02-11,水生根茎类,4.612
2023-02-11,辣椒类,5.084166667
2023-02-12,花叶类,5.12
2023-02-12,茄类,6.625
2023-02-12,食用菌,4.930909091
2023-02-12,花菜类,6.715
2023-02-12,水生根茎类,4.03
2023-02-12,辣椒类,5.264615385
2023-02-13,花叶类,5.487368421
2023-02-13,茄类,6.64
2023-02-13,食用菌,4.340769231
2023-02-13,花菜类,6.33
2023-02-13,水生根茎类,5.416666667
2023-02-13,辣椒类,5.36
2023-02-14,花叶类,5.997058824
2023-02-14,茄类,7.98
2023-02-14,食用菌,5.957272727
2023-02-14,花菜类,6.16
2023-02-14,水生根茎类,5.393333333
2023-02-14,辣椒类,4.677
2023-02-15,花叶类,6.7205
2023-02-15,茄类,8.336666667
2023-02-15,食用菌,5.474545455
2023-02-15,花菜类,5.685
2023-02-15,水生根茎类,5.343333333
2023-02-15,辣椒类,7.628
2023-02-16,花叶类,5.415238095
2023-02-16,茄类,8.543333333
2023-02-16,食用菌,5.666666667
2023-02-16,花菜类,5.62
2023-02-16,水生根茎类,5.363333333
2023-02-16,辣椒类,6.738571429
2023-02-17,花叶类,7.128571429
2023-02-17,茄类,8.83
2023-02-17,食用菌,5.282142857
2023-02-17,花菜类,5.023333333
2023-02-17,水生根茎类,5.37
2023-02-17,辣椒类,6.422307692
2023-02-18,花叶类,6.515909091
2023-02-18,茄类,7.845
2023-02-18,食用菌,5.225714286
2023-02-18,花菜类,5.215
2023-02-18,水生根茎类,5.666666667
2023-02-18,辣椒类,6.375833333
2023-02-19,花叶类,6.936666667
2023-02-19,茄类,8.973333333
2023-02-19,食用菌,5.7375
2023-02-19,花菜类,5.305
2023-02-19,水生根茎类,5.683333333
2023-02-19,辣椒类,5.858181818
2023-02-20,花叶类,7.555
2023-02-20,茄类,9.505
2023-02-20,食用菌,5.275384615
2023-02-20,花菜类,5.305
2023-02-20,水生根茎类,5.653333333
